X1,X2,Class
0.1211718053315409,0.2989839355420466,0
-0.07260831396267549,-0.5506029235634193,0
-0.4507651031362744,0.7491638059190651,1
-0.334077365808097,0.002118364683486495,0
0.17160238198599498,0.9828178292431048,1
0.7491846009241975,-0.6755214784366882,1
0.18167274532368163,0.27449257074640343,0
0.07984231300862901,-0.3999645806965225,0
1.9087796580911864,0.15592326145312668,2
0.17738671938459905,0.9835127293431644,1
0.48428811274975,1.3634815124261457,2
0.023557610392553562,-0.6602295020442799,0
-0.12172840866682022,2.365768628840039,2
0.8630648605906245,-1.0516278594652122,1
1.4311837522545638,0.5927584465506688,2
-0.886719352485378,0.33419793089900884,1
0.9524783451091219,0.9881375825933089,1
0.2645340683169988,0.5656583442738247,0
0.21188338677770105,0.7047206243171088,0
1.0327232157358608,-1.7398037975225593,2
-1.120520993992725,0.04826420692565666,1
0.5270464509549642,0.7111123993648228,1
-0.8596682999817407,0.22598548673375538,1
-0.1367948332613474,0.018289191349219306,0
0.8416747129961416,2.390960515463033,2
-0.35450870806937423,-0.10476112306710425,0
-1.3379684019509706,-0.04138653961487197,1
-0.387886231967176,-0.08710696996399898,0
-2.397503976138816,1.5410299832779386,2
0.3540203321992379,-0.0355130252781402,0
0.19342137647035826,0.5534389109567419,0
-0.025348902062768783,-0.28755244928410806,0
-0.4904835914786814,-0.37443660019278063,0
-0.8452903895662435,0.4151005583815808,1
0.12471295376821585,-0.32279480560829565,0
0.2093947875359238,-0.5928860038389254,0
-0.8969041706975123,-1.7243930789918331,2
-0.1831085401789987,1.0589691875711504,1
2.0306036208387996,-1.1426312890227635,2
0.47143516373249306,-1.1909756947064645,1
0.2883768477152654,-1.0515389375700381,1
-1.2656005376012107,1.7879796324557498,2
-0.5040427180819637,-0.7884401845178787,1
1.7923391966469424,-1.3127127065922315,2
0.2269625418708953,-1.1526591092509524,1
1.181944105999232,0.39137144842193117,1
-0.47932400357549726,-0.2990162929660804,0
0.7596525320929627,-0.42300622841924834,0
0.8595884137174165,-0.6365235044173491,1
-0.6112816747957622,0.10203511229233127,0
0.46439232505089606,-3.5635166606247353,2
0.06308453895730506,-0.28444068392629274,0
0.3993254369795763,0.6684881692058056,0
-0.1708010306976224,0.26697323153986774,0
0.13139536722591508,0.4344371851022324,0
-0.682883996449334,0.4362576043409168,0
1.4327069684260973,-0.3126518960917129,2
-0.5482424491868549,-0.14461950836938436,0
0.015696372114428918,-2.2426849541854055,2
-0.31868492957801425,-0.7226621936743727,0
1.2829332468745234,0.2703379257393719,1
0.6319794458091295,0.0395126866933667,0
-0.3447660142546443,0.5282881452973941,0
-0.2026463246291819,-0.6559693441389339,0
0.270835848826804,1.3919861934464073,2
0.8637172916848387,-0.12209157484767426,1
0.6806560043814565,-1.8184989903916142,2
1.3211581921293856,-1.5469055532292402,2
-1.7353488744703927,1.2103837049045143,2
1.3577972581070583,-0.8048337241667037,2
0.7673687357524115,0.9849198419098969,1
0.9959929702457525,0.955557932627455,1
0.06791235738075722,-0.036982814875919444,0
-0.2766461272769873,1.92453332001529,2
-0.785435211763197,0.4620597371620487,1
-0.20393286610125122,-0.18217541166573417,0
-1.4094317399227687,1.4229859527722433,2
1.0439446554953231,2.10778515279337,2
2.4814584228756535,1.3852548761892063,2
0.5130821444669919,-0.5464162802735939,0
-1.4365739367721186,0.21071705250565526,2
0.7042282254621743,0.5235079678938094,1
-0.4740208901256851,-0.05669571649092953,0
0.036141936684072715,-2.0749776006900293,2
0.5850842795017246,-0.17429815275208735,0
0.3130131289808603,0.8665207121682993,1
0.34075268512976414,-0.1980749596235683,0
0.4961429262475947,0.7965948666649523,1
2.123691888593553,0.12227343425882888,2
-0.0505396895487724,-0.3640099563071088,0
-1.4731164134656474,-0.896580615301871,2
0.8754755042743244,-1.710715324029529,2
-1.1955237416669708,-0.591862973147249,1
-0.1570991368466517,-0.7404690227807179,0
